age,breed,base_energy_level,hours_since_last_activity,total_distance_24h,total_duration_24h,num_activities_24h,hour_of_day,day_of_week,energy_state,energy_state_class,energy_score
12,Beagle,high,10.62625194303436,9627.69876519714,57.844211287299444,1,16,1,low,0,0.25483174492049576
8,Beagle,high,3.955908338994555,4583.054914715968,77.26209403469775,2,10,1,high,2,0.7477932756802067
10,Husky,high,30.094010784649672,2356.488296480838,46.23785666088431,2,7,3,high,2,1.0
5,Beagle,high,15.115040388480738,2121.552751035541,35.12482654859888,3,6,3,high,2,1.0
12,Rottweiler,medium,13.010383808011834,4332.1779210227105,42.43539261161057,1,10,4,medium,1,0.4674872400098082
6,Bulldog,low,1.8887022820839259,1548.2020171363854,158.56453793271672,1,0,1,low,0,0.0
11,Bulldog,low,0.9267901321774972,790.1506499496729,26.854658106148914,0,1,3,low,0,0.034234151273938945
11,Dachshund,medium,0.5238582076034055,2433.946092654995,73.95047106058816,1,7,6,low,0,0.2944846935826199
11,Corgi,medium,4.070050535586334,3415.398325922913,119.33738761683148,0,22,4,low,0,0.0
6,Bulldog,low,3.0823027209008185,2492.9747758578396,106.86530327572164,3,11,4,low,0,0.0
6,German Shepherd,high,7.493922516179605,8558.105866417302,66.08160650217671,5,21,2,low,0,0.29620834036251353
10,Bulldog,low,3.558135248746766,1695.1915136033736,65.99376332423614,3,8,5,low,0,0.27593968835231997
13,Chihuahua,medium,1.6153969963485224,1189.4838263311385,24.327575744059892,1,0,0,medium,1,0.36140198099912396
6,Corgi,medium,1.0031611221467165,1454.5926063488646,33.86103447341979,2,4,1,medium,1,0.5114578761379639
13,Boxer,high,1.67116939494427,3424.1887142205674,17.92575663432746,3,5,1,medium,1,0.5775871088100184
6,Corgi,medium,0.08832762308208224,5523.872693821831,49.6567351713746,2,18,1,low,0,0.21256459416028836
8,Boxer,high,6.132628426503319,459.34899030768304,18.66791648788636,3,3,3,high,2,1.0
13,Golden Retriever,high,3.6173615080533392,1781.0690102275337,18.01516227097575,0,7,4,high,2,0.8583873121764642
14,Rottweiler,medium,5.530989760278091,1493.4971543649265,55.65073616036095,2,5,2,medium,1,0.33011315967517024
9,Shih Tzu,low,8.354440217210742,7314.203044663228,20.054287234776478,0,18,5,low,0,0.0
14,Husky,high,6.359779229210401,1679.1954849331025,39.243165176942654,1,21,3,medium,1,0.5571366784484972
2,Pomeranian,medium,11.592485903100895,243.28635618737448,53.31054688720842,1,15,4,high,2,0.7120012164624181
1,German Shepherd,high,5.764621400847541,1569.4016719252356,41.716099052408495,1,14,1,high,2,0.9976226754009236
4,Boxer,high,6.444543821577408,4578.987706433887,92.72369820151587,2,7,1,high,2,0.7508605558031339
2,Chihuahua,medium,4.3950009505486545,3831.6346008273927,26.981466653679774,2,10,2,medium,1,0.5925649398253012
7,Labrador,high,6.2953743982666035,1177.3006022042318,35.36678714035388,4,4,5,high,2,0.9458679026546382
7,Poodle,medium,2.1955843744377654,3158.4849991295214,84.98756841997096,1,4,0,low,0,0.301281718576264
7,Golden Retriever,high,11.661734854030462,589.3777611748976,41.81071086013425,7,5,4,high,2,1.0
14,Bulldog,low,0.9503968950482465,2873.2943628851954,32.36885866997607,2,1,0,low,0,0.0
9,German Shepherd,high,0.32841299281415054,1877.9449855197743,31.122504200463467,2,19,0,high,2,0.8149905902478907
6,Golden Retriever,high,8.83417453630032,3685.840315413615,79.30936822786344,0,22,4,medium,1,0.5778124027771966
7,Border Collie,high,1.983990312327531,2830.56103540825,31.021138357827738,1,8,5,high,2,0.9356799971863946
11,Boxer,high,3.0279358773694094,2948.7022763679306,49.35152780697787,2,7,5,high,2,0.7001646418566363
9,Husky,high,3.501564661837427,2789.665758998255,121.02465032965267,4,0,3,medium,1,0.5884178396665969
12,Border Collie,high,8.867373936742446,4535.746886762991,116.53639884735378,3,22,5,low,0,0.23430375528821018
2,Labrador,high,6.576105477301219,2605.704434157293,66.34410706001718,2,2,1,high,2,0.7873992242555399
10,Pomeranian,medium,5.60578495097706,4071.7091404984662,38.5161637106971,3,14,5,medium,1,0.4195034581429669
9,German Shepherd,high,11.838022297220096,3528.9609092291985,33.84083314731578,2,3,4,high,2,0.9009606341982936
7,Shih Tzu,low,0.6980928515562856,952.5457798926359,73.49790383272115,2,12,2,low,0,0.10407070781724374
9,German Shepherd,high,1.498759402506113,6285.744152594217,54.81214846530932,4,2,0,medium,1,0.5108043030561756
9,German Shepherd,high,0.8710969544555911,9090.263939652808,80.06990198249721,3,20,4,low,0,0.11892769123884825
10,Labrador,high,3.9627015553870004,1155.0231835885304,64.16419644278855,0,9,1,high,2,0.9863331438008335
13,Husky,high,15.830054372465927,3916.565317771572,34.06997742110738,0,5,3,high,2,0.743665376922036
9,Corgi,medium,0.0334005640117713,6148.6950166639035,73.2363170349519,2,13,2,low,0,0.11521084914631555
9,Border Collie,high,15.911373201955865,4436.91238210403,4.967149953031032,3,12,1,high,2,0.9865569355571117
13,Corgi,medium,2.236458569843407,1381.642173974966,48.1139560968944,0,4,6,low,0,0.3007575554833228
7,Chihuahua,medium,15.410902439975033,2583.7483613312115,28.931976998713207,1,6,3,high,2,0.8461601964895948
8,Dachshund,medium,1.2230152171339423,4439.178208093958,109.0249046833332,1,14,2,low,0,0.14813729942492854
1,Dachshund,medium,6.999662966155588,6013.651291218745,49.54703394424462,2,21,2,low,0,0.24864105376885687
10,Dachshund,medium,8.229062236832014,5175.036758835043,14.228614722067753,1,22,1,low,0,0.3077439616119282
1,Bulldog,low,2.3649128237975328,6583.901188219306,55.794102195522626,2,11,5,low,0,0.0
9,Golden Retriever,high,2.061560395058595,3990.2503742139247,58.90096797632495,3,21,3,medium,1,0.49769189752399545
7,German Shepherd,high,13.93643652315217,9067.655991198164,13.989709238147922,2,10,1,high,2,0.8032403094852766
1,Labrador,high,28.717164159582683,2672.7101620296985,37.81763442759821,3,2,5,high,2,1.0
12,Poodle,medium,11.549182385326947,6084.066726950832,43.784135660762274,3,19,4,low,0,0.1846486969864935
4,Husky,high,2.9831941917628138,4182.33972707786,62.30183817470248,0,20,1,medium,1,0.4930249241346192
2,Border Collie,high,0.16711692674087658,5303.178673198332,29.97824635193661,4,21,3,medium,1,0.45964894584060645
14,Pomeranian,medium,3.0038933028463415,5448.096497809834,76.94605002019848,4,13,1,low,0,0.0
7,Golden Retriever,high,3.4356256913211087,1274.3427804505668,109.33284364196052,0,16,0,high,2,0.70746775225675
5,Boxer,high,5.991281396105789,1906.883410385683,70.47922195320407,1,20,3,medium,1,0.6592436304289453
12,German Shepherd,high,10.77082667581374,1438.87134094824,75.01677286777924,1,21,6,medium,1,0.5556395653038866
4,Border Collie,high,2.7714844876134506,4955.085089043857,101.46180227425845,1,14,2,medium,1,0.4952317970986133
7,German Shepherd,high,2.492023290770932,8305.799306708748,29.096199474326117,3,1,1,medium,1,0.47044526442450874
5,Rottweiler,medium,7.209278609449499,2642.0616188498466,36.89987576358581,1,1,4,medium,1,0.5360479236175364
6,German Shepherd,high,0.5789863229694772,7968.312973950988,91.45040247902148,2,21,0,low,0,0.15292498741487845
3,Boxer,high,4.0276570547869195,9204.398142150601,111.36635822562354,2,15,1,low,0,0.23644783348668705
7,Boxer,high,1.3783451765499217,435.3576096447156,25.68522155019428,3,20,0,high,2,0.7826379091549968
2,Dachshund,medium,8.414226412238628,961.7772896316109,99.8167457560373,2,15,3,medium,1,0.49965527176932045
5,Chihuahua,medium,0.04605916934707528,6672.9454634220965,56.138639317024555,0,12,4,low,0,0.12671099339123068
6,Pomeranian,medium,2.8309104627524926,4096.445924152718,53.94837658926427,1,23,6,low,0,0.18319081079021768
12,Pomeranian,medium,11.233861410103144,5499.301670387029,41.839741419987234,1,14,5,low,0,0.21934023639519584
9,Golden Retriever,high,0.39715313159905713,2531.42344295246,83.24983655680897,0,2,1,medium,1,0.6466092208908143
1,German Shepherd,high,0.28096210767487856,8329.0300651907,52.644045880214364,1,13,1,medium,1,0.47333078318260335
13,Bulldog,low,17.556463099481096,5075.400778473373,85.94329528193823,2,13,2,low,0,0.0
10,Husky,high,18.34077817180804,3837.5524039771167,28.973143651984063,3,4,3,high,2,1.0
10,Beagle,high,3.3787033180316697,3664.9136079549444,70.39100229298029,2,19,3,high,2,0.6604393997574471
3,Corgi,medium,0.3357189560972901,7809.300890072787,27.211278992637293,1,11,2,low,0,0.135675731715661
8,Poodle,medium,4.923790043864891,7091.096115126815,173.44845245112373,0,16,5,low,0,0.0
13,Chihuahua,medium,2.7963910074693556,3887.946483425928,48.43039067873883,1,6,2,low,0,0.30892041775541984
8,Chihuahua,medium,2.6330205660721875,809.0609618522221,71.65216938252742,2,9,4,medium,1,0.6328762616004179
7,Chihuahua,medium,3.979472928809606,10177.51957255821,55.88751098556564,2,8,3,low,0,0.13262126366275334
13,Chihuahua,medium,9.75551961970704,515.8609712259204,94.36525099436487,1,22,0,low,0,0.21239387456898323
7,Golden Retriever,high,6.191561752578931,376.88979756424203,76.10639410419978,2,16,4,high,2,0.8903133227619615
2,Corgi,medium,2.2321600018021313,1900.9963904015603,96.24854604349144,5,9,1,medium,1,0.4991881848305466
7,Poodle,medium,32.07042910010205,2598.267218173671,54.63514020825639,3,2,5,high,2,0.908689934723973
3,Golden Retriever,high,1.5563152250282353,2166.7084445746473,50.72665508379679,2,12,1,high,2,0.7691194426998331
12,Bulldog,low,9.454608395241145,8016.954458211179,30.54719261310018,2,0,5,low,0,0.0
9,Bulldog,low,2.248990820166574,4398.093434432394,142.17438820374585,2,21,4,low,0,0.0
3,Shih Tzu,low,4.314925623779477,3346.6357363672896,85.41036570474361,3,1,5,low,0,0.0
5,Beagle,high,4.6167977234054245,133.92476161595252,17.257245723139363,3,23,6,high,2,0.8757680287186181
11,Dachshund,medium,4.86065715704476,4052.4924639215074,79.68708020794762,3,14,0,low,0,0.10531037092891987
2,Dachshund,medium,4.460859110378281,1818.7311963809082,79.91620615810172,1,18,3,medium,1,0.4320999313281959
12,Border Collie,high,10.03117203074709,2170.639842937557,40.99410878495228,3,14,1,high,2,0.7344625379738174
8,Shih Tzu,low,2.7191787660751063,1831.8353601735982,111.64864655039219,3,22,5,low,0,0.0
2,Labrador,high,0.743097641229195,592.3927351768693,77.42660735439874,2,13,6,high,2,0.7832748781905442
7,Pomeranian,medium,0.5928611806374455,1567.0734203006245,31.120687764746933,0,4,5,medium,1,0.5047215617140526
14,Bulldog,low,0.6563793157785376,2285.358189582071,53.239305257720666,2,10,3,low,0,0.024053234077083013
7,German Shepherd,high,1.2114129292806872,712.6390194789387,84.49076803310162,3,17,1,high,2,0.7662049542365211
8,Boxer,high,4.778997641146095,794.8348442195645,40.54559642878935,3,14,2,high,2,0.930595878960621
5,Rottweiler,medium,2.5657825353679926,1240.612755319231,90.70818547252031,3,0,5,medium,1,0.40822247992234517
8,Beagle,high,0.898918949996236,5131.479521042243,39.741994538010644,4,3,4,medium,1,0.6077382248923762
11,Husky,high,5.842873718697428,4996.849324225139,76.23627670045452,1,16,4,medium,1,0.4069795774403125
9,Labrador,high,0.37651967487463345,2101.7895524515216,41.85548048965544,3,2,3,high,2,0.7755292535433472
3,Chihuahua,medium,0.35941519150825985,5032.830807126334,11.786933914857569,1,6,1,medium,1,0.49121973664374696
11,Golden Retriever,high,2.8111125838583177,2874.9846290587184,43.40315644496798,1,10,2,high,2,0.7158449075416955
14,Shih Tzu,low,5.4080413684909345,2284.1782181020276,21.777540488023593,3,1,2,low,0,0.0319728118353349
8,Bulldog,low,5.578854975613549,10126.10393070468,110.07205122543162,2,23,2,low,0,0.0
4,German Shepherd,high,2.058681961629754,1183.4669592476077,30.5217213059711,1,20,1,high,2,0.7369990452073784
5,Poodle,medium,12.348034568462566,1017.4779752745864,53.99149706552138,3,8,4,high,2,0.8264398216274308
11,Poodle,medium,1.1890507057264228,1193.779165441001,77.4289029830529,4,12,3,low,0,0.22128517104468137
8,Rottweiler,medium,1.7806621316688584,3070.4642426661517,15.814496493774882,3,14,2,medium,1,0.47258027306674133
6,Bulldog,low,16.554784969182272,5050.776276240854,81.00789239835649,1,7,5,low,0,0.2536801085826955
8,German Shepherd,high,2.37173994892279,559.817271812673,97.87484288795092,1,3,6,high,2,0.7612528556200756
1,Husky,high,1.5779516903022752,8683.215369983733,67.91426117342965,2,19,6,medium,1,0.43552061970577327
13,Dachshund,medium,1.6095104665300832,9340.707718619544,25.514873477150157,1,0,5,low,0,0.0
13,Boxer,high,7.288613498501785,980.255515551957,62.491759606876805,2,16,4,high,2,0.7064321616913869
4,Border Collie,high,0.3449159585901454,4414.49023259599,48.633497493459465,3,17,2,medium,1,0.6192954416204276
12,Border Collie,high,4.613078814465313,1312.316368953595,40.85469975851897,2,11,6,high,2,0.6960089153742421
5,Rottweiler,medium,4.197299248091588,3600.0076419888237,34.51275896849822,5,18,3,medium,1,0.43433929819428485
4,Corgi,medium,0.4547104379407351,3600.185551207252,65.41821822667526,2,20,5,low,0,0.14468849532655562
13,Shih Tzu,low,5.3809581856932756,3796.436584423174,97.97548666199856,2,2,2,low,0,0.0
5,Golden Retriever,high,0.7044647419193317,7377.786159977566,113.9289417056381,3,22,6,low,0,0.13425155516923973
5,Beagle,high,4.613511973766684,4299.306058479854,38.722788898484325,5,9,0,high,2,0.8721265304744428
5,Bulldog,low,14.894873246529492,4612.998245423533,116.79466860770647,3,15,1,low,0,0.01281465453081329
8,Chihuahua,medium,1.6571867277044108,5510.822201633187,46.17794689817394,3,3,0,low,0,0.24819224611831406
13,Corgi,medium,23.56258287261915,8626.720229784067,45.60234367046645,2,13,5,low,0,0.227767308247109
3,Shih Tzu,low,0.6769358162052174,3943.347839249427,12.744005089161885,1,23,2,low,0,0.0
3,Poodle,medium,1.6550788821250435,2718.7162580527097,17.212908474233565,0,12,4,medium,1,0.48809606803333755
4,Golden Retriever,high,12.689152839333335,9552.223203927235,105.27296888180285,4,12,2,medium,1,0.3751700662154144
4,German Shepherd,high,14.293411882877344,23204.22258108516,16.61557669293948,3,10,2,low,0,0.0
3,Border Collie,high,1.9059154844375032,2736.1957618569536,44.771069690596775,1,15,4,high,2,0.7556658381360492
11,Beagle,high,3.111885328369543,4426.3789346923995,16.27379167347084,0,10,2,high,2,0.6955975402076047
7,Bulldog,low,3.563864594321765,1876.6838613424923,62.131962315593384,3,19,3,low,0,0.12480013910249639
10,Chihuahua,medium,0.4342802655998752,8378.586852378809,25.577931209138633,3,21,4,low,0,0.0
7,German Shepherd,high,2.1686404739832064,1535.28885543707,11.060012476952036,3,17,5,high,2,0.9163766453811157
3,Corgi,medium,9.762817513513482,1797.6878647056342,73.88731709323659,1,19,1,medium,1,0.5368007272764619
13,Shih Tzu,low,5.997647273181558,6464.415179565251,61.6842933628469,0,2,6,low,0,0.0
5,Chihuahua,medium,2.420220348472664,1967.9552956837897,124.74328942473892,4,22,1,low,0,0.12706813117166968
8,Bulldog,low,12.293590970092852,5796.800014301335,62.02805589850862,1,21,6,low,0,0.0
8,Beagle,high,0.5939551251992057,8695.00106876989,27.91370047584372,5,0,1,medium,1,0.41841493677085073
14,Shih Tzu,low,16.118610642193023,1415.868787787242,81.52033978594808,1,0,0,low,0,0.11322386730444567
10,Poodle,medium,13.12370807744313,4814.43246217059,90.15091986611583,0,0,6,medium,1,0.3711518872285272
2,Bulldog,low,5.938641290789513,8283.175667861025,68.31383999292879,2,21,6,low,0,0.0
14,Chihuahua,medium,3.9012645947056703,617.7360751352742,20.769055611854554,3,8,4,medium,1,0.5927009397073417
8,Pomeranian,medium,3.740836540675309,4790.419865501629,38.544445782726385,4,17,2,medium,1,0.34522763595767475
14,Beagle,high,1.3087249393237297,1919.0176842234239,24.809979694788176,2,13,4,medium,1,0.6446460720316864
3,German Shepherd,high,11.991060788740723,7958.435010143647,58.00876354849862,1,7,1,high,2,0.7273230036658134
13,Shih Tzu,low,5.160136136663684,6156.1627570395385,75.31192610765763,3,1,1,low,0,0.0
4,Corgi,medium,15.303215112264006,3679.582045349915,18.50361061946416,4,2,2,medium,1,0.6546863026014115
12,Chihuahua,medium,7.399187620656226,488.51262886781785,5.101578979336986,2,21,0,medium,1,0.3979217551638589
6,Rottweiler,medium,3.5516118475364897,7585.684430930117,32.985136568091306,3,16,2,low,0,0.1882562901829062
9,Husky,high,1.2150889547599304,1210.4429246344844,27.91593093245619,2,1,6,high,2,0.8778350797701227
12,Labrador,high,12.160388330511585,3295.1981338069686,71.97596679979416,1,7,0,high,2,0.7750213338139562
2,Poodle,medium,6.139520112696616,6105.780795414289,23.358777378033125,1,7,4,medium,1,0.4942482107083368
8,Boxer,high,6.741392712033086,2194.9827181070305,51.561692816319606,2,22,3,high,2,0.7017533500733305
7,Bulldog,low,2.236023424676237,2748.7451528794536,44.33636698259463,1,10,6,low,0,0.2448347637820168
10,German Shepherd,high,3.375800906486474,4848.998205038254,58.862629079041504,0,23,2,medium,1,0.4681668834415421
4,Border Collie,high,1.8220042352425376,2046.2546451606736,64.96771129649014,3,14,1,high,2,0.7451721803031764
13,Corgi,medium,1.3614221777881006,2574.485015273112,72.4982661626509,1,23,3,low,0,0.0036422699734543207
3,German Shepherd,high,26.124567787588504,4559.920026332395,106.53012048473568,0,6,1,high,2,1.0
13,Boxer,high,14.359988579584478,4770.785345889556,50.39365577990033,1,1,4,medium,1,0.6271018827899504
6,Labrador,high,2.5184718066028933,3859.8636405169236,17.814863757287583,1,14,1,high,2,0.7658455522858139
12,Boxer,high,0.27783335773066997,4550.7076575609135,103.34787718440973,2,15,1,low,0,0.2732184035474987
6,Husky,high,13.610461710281635,2536.707024833683,84.8333271112381,0,20,3,high,2,0.7125552892365776
4,Husky,high,1.6172919515520296,6544.87399343157,22.005456920058492,1,6,1,high,2,0.7292487839531601
7,Boxer,high,17.201453537563946,2896.242098726977,59.35182474558179,2,5,5,high,2,0.9645368045051594
12,Labrador,high,1.5999175573154005,6885.226779891755,140.15196706075383,3,8,1,low,0,0.21317176817653344
12,Labrador,high,4.964915859244066,2360.601857928871,40.495167124332085,3,12,3,medium,1,0.6398745683675051
4,Beagle,high,4.9278182799437955,5981.139367920321,120.5754672075046,3,21,1,low,0,0.27182327457174915
11,Beagle,high,1.227237042829503,507.52934800425595,75.07100718624976,2,0,6,medium,1,0.6023246718679454
8,Corgi,medium,7.266845492040572,9285.864900863666,29.3942648141241,3,22,1,low,0,0.007143202113545938
5,Pomeranian,medium,1.4710439097590937,4346.833269893539,65.59518464886534,1,3,6,low,0,0.2663861073468758
9,Beagle,high,21.96933072794947,2569.490969335668,51.665151109694854,2,11,3,high,2,1.0
10,Border Collie,high,3.4841576270719816,2126.8714788607995,136.8634284402139,2,23,5,medium,1,0.43829843395235024
13,Golden Retriever,high,12.598080665260104,2516.787690709661,85.64121982435802,2,23,3,medium,1,0.4948577000841938
14,Pomeranian,medium,10.459701815085802,4829.601077581963,54.63633674455474,2,1,2,low,0,0.21462812373512535
2,Labrador,high,2.0621419206871727,3200.470601547196,36.37196145784674,2,17,0,high,2,0.7514108922740044
9,Bulldog,low,1.850406480677731,12233.032994221585,63.252031419355674,2,10,2,low,0,0.0
13,German Shepherd,high,6.632843616650304,1346.7757809028888,34.24296134550922,2,5,3,high,2,0.7441334433928921
3,Boxer,high,10.210686991576178,7235.427618208018,44.599792748353444,0,10,1,high,2,0.774552977562905
13,Golden Retriever,high,0.4276345803399099,2997.32967541661,62.74652548140164,3,23,6,low,0,0.3204211487771644
10,Shih Tzu,low,0.44446318804362933,1510.911538252997,77.99408406164031,2,17,3,low,0,0.055101150684779915
8,Golden Retriever,high,8.451070747701543,5869.002599789836,106.11709919187152,2,13,4,medium,1,0.5234182751612901
3,Dachshund,medium,20.72849899449281,3674.4551371810585,13.049555258669452,2,14,1,high,2,0.7590504535306764
13,Boxer,high,2.269496197454007,181.8175027299567,12.695952441174935,0,0,6,high,2,0.7951760053574988
5,Husky,high,7.268100988028555,2953.7687877123703,28.20286081303197,0,12,2,high,2,0.8734017371718206
9,German Shepherd,high,3.1417500057620895,9874.87582292782,44.51906664711107,2,14,6,medium,1,0.348572284102588
12,Labrador,high,13.70779273727566,956.131312802808,58.78662709323962,4,5,4,high,2,0.8241287657866603
9,Corgi,medium,0.8714149886677689,1068.085670312867,97.55026577497837,3,6,3,medium,1,0.5232294451549115
10,Bulldog,low,2.1487619266587283,6397.69478881817,52.913065454354665,4,8,5,low,0,0.0030016811460018833
5,Dachshund,medium,0.37537799266688565,3945.2203656891293,82.5859018432702,1,18,0,low,0,0.22974498999492482
13,Bulldog,low,0.8936613623752971,4241.433864109363,60.312577634394145,4,18,1,low,0,0.0
9,German Shepherd,high,2.3753494717641503,873.6438021997039,70.73680650986135,4,18,5,high,2,0.8103285134561002
12,Husky,high,7.659478965521929,5843.956187906256,49.06619380393671,2,22,2,low,0,0.3043551269744816
10,Boxer,high,2.284301122614309,2765.3881658980104,34.73613152003998,1,5,3,high,2,0.7853080666229246
3,Border Collie,high,2.4044185421458932,2371.8342361385103,68.49226365248902,3,15,6,high,2,0.7265329290695651
12,Bulldog,low,12.490260844821446,1995.0022675460698,61.064479286211636,1,3,3,low,0,0.06914301314539745
10,Golden Retriever,high,3.760980912059413,3859.506566622685,40.87316103579223,3,7,5,high,2,0.8789297186141485
6,Dachshund,medium,17.88748224517153,11515.743187746459,33.681258451278495,1,12,0,low,0,0.189643633359875
2,Poodle,medium,0.9367721517085617,9471.1744298611,34.85661457624114,2,16,2,low,0,0.026867533629540627
2,Dachshund,medium,0.6309372406542622,2686.916510743696,9.699237229340298,2,8,1,medium,1,0.6417192036262652
2,Poodle,medium,8.178326768659964,6289.853790467439,26.051546895848112,2,14,0,medium,1,0.36045201814333283
2,Husky,high,6.7941850532902475,2913.117566447322,83.00700833551039,3,10,5,high,2,0.8809318427292222
7,Husky,high,1.3953452174370171,12083.317961349294,44.060093700116525,0,17,4,low,0,0.1881064416927013
13,Border Collie,high,0.8688937891025998,1958.294618841464,72.20267557363972,4,3,5,medium,1,0.5164771970871229
4,Golden Retriever,high,2.396743161854789,5827.515904515045,75.9226566009462,0,16,3,medium,1,0.5004881235909784
4,Bulldog,low,0.24180065188881877,7986.105342750219,37.14347502289462,4,8,1,low,0,0.0
5,Border Collie,high,6.17024820654604,7037.746224130306,85.3913639222298,2,0,5,medium,1,0.4670942868557079
14,Chihuahua,medium,3.2734054347537,1853.078868069668,39.0957436866173,3,6,5,medium,1,0.46229933261183837
3,Rottweiler,medium,8.661728344876181,2292.0678262423658,57.88528970180512,3,12,6,medium,1,0.5287915119188815
8,Golden Retriever,high,18.12126333767044,2495.4841932515706,13.099641048375805,0,19,3,high,2,1.0
4,Border Collie,high,8.578516505535012,2292.450718406167,3.849632023590011,1,12,4,high,2,0.9958041519289051
2,Pomeranian,medium,2.198883618834231,1633.921127223783,78.08883129337367,0,12,3,medium,1,0.4100573811137093
9,Shih Tzu,low,3.7875757762656495,920.8715012882099,43.89755056990581,3,12,3,low,0,0.23146342976903703
4,Border Collie,high,4.822008750069667,3606.717001475221,11.991774216092983,0,13,2,high,2,0.8339843568724155
8,Chihuahua,medium,2.4091396870724813,1803.4601604735988,36.62818408117796,1,1,5,medium,1,0.5070409249531805
11,Golden Retriever,high,5.452063235247354,4895.563195778907,34.013769452079046,0,20,0,medium,1,0.36209950521052386
9,Husky,high,11.753882995403252,639.7110506199228,31.904393364455565,1,7,5,high,2,1.0
8,Chihuahua,medium,2.814286494343322,5899.452611170559,88.73118584030551,3,0,1,low,0,0.13777632030139136
4,Boxer,high,13.468694432682492,3162.4414832640246,55.82407062828176,1,10,1,high,2,1.0
11,Dachshund,medium,10.747392258484997,7013.3815427486,58.803116268897426,1,0,6,low,0,0.07797918773759033
13,Chihuahua,medium,4.233837723207344,948.2598954833314,59.31520764403985,1,11,1,medium,1,0.33204701588102287
6,Labrador,high,18.479521948722628,5266.14732556584,69.03629654148614,1,12,6,high,2,0.8194324515910447
13,Beagle,high,2.4558019010438836,4448.214760484203,40.156230346048005,1,21,3,low,0,0.32364657018989246
7,Poodle,medium,10.523435923344085,1955.6703895035453,26.948661221924798,3,8,5,high,2,0.8073453889640433
12,Dachshund,medium,1.6784052522961803,398.6521957273738,87.51226004401367,3,16,4,low,0,0.251940305684593
11,Chihuahua,medium,1.7237418504787874,3181.689059592003,46.074179170712696,3,8,5,medium,1,0.3393089060056778
11,Golden Retriever,high,5.791496285444868,1387.1738634118888,42.79617924709727,0,8,6,high,2,0.8563040581682912
8,Chihuahua,medium,14.320234390136086,12897.193204602925,164.67201642282333,1,2,5,low,0,0.0
4,Chihuahua,medium,0.7591090035086773,2771.425359925585,11.364567436651988,1,15,1,medium,1,0.4846215432046461
6,Husky,high,0.7337142948404817,5568.293493659193,44.442778745450305,0,14,0,medium,1,0.5670240150974973
11,Shih Tzu,low,7.962232471308688,6094.4109783686645,58.12796602287591,1,9,2,low,0,0.0
4,Bulldog,low,0.6563545317108626,867.0208379880514,46.63472759692277,3,11,6,low,0,0.17566450625692437
8,German Shepherd,high,3.2916844370643643,2818.0424360721695,69.72039298422585,4,16,3,high,2,0.7114778786595113
6,Husky,high,10.553362581101656,2399.2903590271007,37.516488689654345,0,21,0,high,2,0.7881407330859324
14,Corgi,medium,2.0875721455001788,4315.941318324986,72.61754226328478,0,8,4,low,0,0.2109592010006252
13,Chihuahua,medium,5.58908240761758,8215.109244633384,15.658734728027595,1,2,3,low,0,0.027764648628887667
7,German Shepherd,high,24.34729959525591,2231.6830315348957,89.0983087306519,1,7,2,high,2,1.0
10,Bulldog,low,8.493540313766472,2316.3441879315023,49.21389030819208,5,21,3,low,0,0.06287696151640418
12,Corgi,medium,11.109936114824013,1191.5768858406493,69.64636192136254,1,3,2,medium,1,0.4062217506265548
2,Boxer,high,0.2832333996926814,4821.011339023277,28.86035032758544,8,17,5,medium,1,0.6433090005011844
9,Chihuahua,medium,8.067292926637734,657.9835750223555,128.54872945793014,3,22,4,low,0,0.29027071063112886
9,Golden Retriever,high,3.3920283947983347,2582.532750542174,71.84559362714367,1,6,3,high,2,0.8719678574795826
13,Dachshund,medium,3.351894406614466,2028.6538557608264,34.04454055207148,3,7,0,medium,1,0.46570099071774623
4,Rottweiler,medium,7.46776166448638,2464.133772729207,88.49294917710014,1,21,2,low,0,0.2720489617682702
11,Boxer,high,22.453347655034925,3143.722414589698,58.03638339665105,0,19,4,high,2,0.8405081575502393
8,Bulldog,low,4.396741298664463,2510.530896687948,17.697293321066518,2,4,4,low,0,0.21173726787379787
13,Golden Retriever,high,1.6608194319528677,5700.134585530842,16.552922613723062,1,12,6,medium,1,0.444289942199723
2,Chihuahua,medium,5.652710688556248,1385.8319676902706,53.179373972828905,1,7,1,high,2,0.694780158482449
1,Border Collie,high,23.866598480254723,3077.5395247186393,16.687743966750833,2,23,3,high,2,1.0
5,Golden Retriever,high,0.5772544858186249,1182.1032180249163,128.46460245800316,0,22,3,medium,1,0.46753320887047434
8,Golden Retriever,high,2.2009090642476705,3115.034755547754,92.08466643922954,2,8,1,high,2,0.7695680663065221
8,Husky,high,5.134481540799865,1256.9645326633677,66.74127354063613,2,0,6,high,2,0.8433036365352722
6,Husky,high,4.027031088699432,4069.3541383305324,88.35800210889757,4,11,3,medium,1,0.6020609312395813
12,Boxer,high,4.788107481788108,2836.7044902083167,79.92856059902086,2,20,0,medium,1,0.35977812045308405
1,Bulldog,low,3.017624825667749,2819.824485109786,42.73341576114831,3,20,5,low,0,0.057604071918337885
1,Golden Retriever,high,6.347332075633723,2906.514946711852,49.702933229615724,2,5,3,high,2,0.9071406380504783
4,Poodle,medium,5.579755706496036,284.78848053956864,27.32308631319301,0,18,4,high,2,0.6742675704929106
13,Golden Retriever,high,11.155128086783291,2499.0003870425144,30.53935687400925,1,23,4,medium,1,0.6096303860388141
