pet_a,pet_b,interactions_count,last_interaction_days,avg_duration_minutes
65,140,14,8.626056715573313,27.697339204876634
65,211,3,3.5320037294251345,45.53190893946035
65,303,7,8.634289724051229,51.328937206712986
65,296,7,3.389016142291444,63.55256911484606
65,469,9,9.923544598656463,52.4338799184854
65,306,7,0.21000491867106647,23.752626364242744
65,119,5,17.795260203992296,43.50819386161477
66,382,7,0.45613661352094304,33.00070005932537
66,234,9,9.949865075629102,8.842654472487222
66,151,6,5.210391266884336,18.33951983065854
66,245,4,12.249998508544445,46.18061096193738
66,488,5,4.921145382007212,79.78007671045519
66,208,9,15.128019466301073,31.69184001156581
66,137,7,9.520783204626882,15.569240309986949
66,487,3,3.745367990329976,34.967914970875356
67,315,4,11.681780185529753,46.20631304434086
67,124,4,11.77370297061058,9.299361033046607
67,230,4,2.3130064371771364,6.302686569793735
67,88,6,6.175542798525501,25.344622871396947
67,355,6,4.771207114576317,27.4711336743244
67,203,6,2.1290081885872647,33.04723362259694
67,435,8,3.472269085286273,41.54407661237873
67,314,7,5.217124732742727,19.507346436892806
68,315,5,14.074194548123616,20.1699011377207
68,270,7,6.601444981980071,20.532904431138167
68,292,6,6.450527722757731,47.07915545282606
68,117,5,0.24006727039008338,21.435704525915966
68,412,3,3.8988058896824023,18.47487662584466
68,218,5,4.979451856618901,13.777184231839723
68,250,3,5.9213964695764965,45.33212601938413
68,257,8,3.376045401793621,5.796539364035997
68,110,6,17.49662552553132,49.9864850106331
68,310,8,2.9247423271956565,62.54554470709613
69,355,8,16.26872929852914,22.981270734328383
69,165,2,6.02770676624501,27.630664053219984
69,206,5,8.569227002524814,34.20675324602824
69,301,8,5.844075268716676,12.272766559744404
69,340,7,0.45827261960797006,27.194309675159243
70,330,5,2.9065227007912973,35.08566458443788
70,319,11,13.293940422034323,20.719331682904865
70,203,3,20.124248256702757,24.95637888304879
70,106,3,6.8165427870769735,69.10847458195848
71,170,7,1.7679287086030666,54.17860103379675
71,253,6,7.783430029966152,15.605249389388302
71,367,5,0.007211885086517841,22.050100148497307
72,234,1,11.082595750714905,14.272222334041436
72,437,13,7.315350150391051,30.101088339005656
72,365,8,14.490749347946439,49.807950154153396
72,408,4,2.427250033709764,63.93386030881783
72,393,7,1.7218647235166116,39.69851418130754
72,221,10,4.7376365300984435,17.930090327391063
72,354,7,17.39525641291297,7.258146147514992
72,356,10,4.11146689235639,49.08226965431042
72,99,4,1.4156929680637207,76.16789193408142
73,291,10,5.25597337927689,40.84304320532116
73,144,2,1.6808631589473064,17.117685737127182
73,134,6,0.29962043853446496,27.822525858419596
73,443,10,2.119509541077085,30.42099764351457
73,250,5,2.517316982579091,14.752979307049259
73,328,3,8.607463179344743,14.942992132213107
73,172,3,5.8914012319466496,38.5211836163853
73,180,6,0.36581890993109073,35.29941931871826
74,410,9,3.2140341309919656,12.905421659577193
74,365,8,3.3376773164503284,11.59754364128
74,275,3,9.167215505354065,5.456732631695498
74,476,3,0.24672988560370757,47.022713552589735
75,172,4,2.273891612186086,7.098221541423442
75,472,4,1.8708336736125994,21.841718330635356
75,131,7,21.657326208962225,7.267574442548482
75,237,7,8.359548540201278,20.598142892914982
75,220,5,6.7397942332270695,5.792171038999102
75,376,5,6.337888709442387,50.347241704174984
75,240,6,1.8380291350427467,33.06925420281982
76,247,7,0.6416015681650339,25.59450309392565
76,403,4,5.621686155954838,19.769193801352444
76,221,5,2.789215103437289,4.049591558313428
76,176,4,2.706722705130339,26.64910632396682
76,406,9,10.575807345812409,18.205964543281766
76,188,8,8.326716118945127,14.197774606834994
76,211,4,1.5876153454326862,64.62294501777853
76,278,5,6.931821966862076,25.24560285928606
76,182,5,0.3814909134151267,39.9332205296225
76,165,8,3.1209374464282766,2.8232702037351216
77,376,4,28.20321183474443,17.648563285996175
77,105,2,3.292969873605111,21.323974065645107
77,494,7,3.07358707304027,20.877296568034684
77,435,4,5.3112182465703,55.1122124389222
77,308,5,1.9302081228461507,32.8084679387044
77,355,5,7.292830301989718,22.237491678928556
77,458,3,27.393936337769915,56.67643200250272
77,383,5,0.4197101770031162,29.597284774510157
77,223,5,5.356753090555044,43.62166353690965
77,272,4,8.820299144426961,17.146676495200687
78,314,4,11.122189188372166,12.39396457082821
78,273,6,1.5460160051830736,28.307724721945846
78,380,9,7.3849760058427485,45.56268349897291
78,230,7,0.2936907055753448,46.5047702559496
78,288,5,10.883475899414467,23.623837426475657
78,499,6,5.826109812123013,3.745241608349217
78,257,4,0.396938860475901,66.96691383341329
79,428,6,3.841205897392811,28.70341877837283
79,435,9,0.3299285606186011,65.38269259544846
79,373,7,3.551061484067144,24.394659789026424
79,359,3,26.099238445393457,62.77257374828391
79,226,4,0.9973560220090945,43.06628688972155
79,454,10,1.0555777110913407,29.687348470629882
79,247,4,2.1213431585693434,7.214618011268525
80,468,7,7.462084764374395,13.784134097364209
80,290,11,0.07339861920321648,54.36375290609729
80,328,4,3.3453725531506855,96.96346244547847
80,219,5,3.5517332081470108,57.000890736283665
80,149,7,1.989125651670305,64.39988483964503
80,251,3,4.913452126755361,50.10902427178786
80,479,4,0.04539355799990757,27.6937446851242
81,256,9,2.2387845844375085,25.69053275266903
81,100,5,10.537784946097561,33.043967187583306
81,306,6,6.122508054338676,25.778357264189623
81,99,4,4.787173519875167,30.230359404106633
81,223,10,4.141360559888469,31.36529864535598
81,433,9,6.014016712098428,35.77810204663046
81,404,7,9.195553303499866,67.13169733510072
81,331,3,1.6197927313718699,48.17601147100491
81,409,6,12.334069266544677,37.50096778885051
81,405,5,0.8040518756589331,33.28703318201366
81,474,11,3.1829909933168743,92.43658784931893
81,496,7,1.6081710485753935,16.963475121213403
81,431,7,0.6158195569364493,100.44424297403307
81,161,5,8.977014787166217,23.047940292739977
82,417,5,12.481476294345303,28.644439536810786
82,91,8,7.977200468716639,37.6335026925043
82,135,6,22.7675062296672,11.420026070551737
82,193,3,7.067751158168329,28.540786755603058
82,316,5,3.543305778899871,44.99380990311459
82,394,5,17.31360748981817,10.4747670565144
83,179,11,3.5799140651038055,16.965834805160153
83,441,4,0.8052846117997947,15.54916870627194
83,133,8,12.686319085885852,38.02220465458901
83,101,5,23.178185075061585,19.39465101466658
83,343,5,8.309562113564423,19.374424973774985
83,453,5,27.319068071693724,46.21450738354291
84,452,5,1.1117769880493202,11.546717394746992
84,244,6,19.737858526010882,83.2265445396984
84,179,5,6.201793594199057,23.160212048730862
84,418,9,1.0619138652795739,24.127897779943616
84,291,4,1.0639984342911282,51.00008798970046
84,456,6,2.372975795678757,32.08192900877921
84,451,7,2.3317715311046388,31.508134711286722
84,100,4,2.895601147516278,22.298395792333277
84,496,2,17.257676514238664,5.287253266259762
85,422,9,2.867792923314366,18.741875735245426
85,447,5,14.1030530463197,14.026067356482809
85,168,2,5.445893224859792,15.350561042232728
85,323,6,3.9203519577983736,28.48587340703331
85,374,11,19.387279638440425,37.61328342278312
85,255,5,7.6114627415746865,43.62119985972873
85,132,4,2.2815449823787324,14.270930597888407
85,264,5,10.968149195605264,14.366692963704226
85,360,5,17.693955165272463,61.643886677765956
85,274,8,11.248012914013941,20.557677372106255
85,145,8,5.1777436510348975,19.417946992106263
85,468,6,2.4413170547014595,34.45863938966064
85,355,6,6.99732796117124,29.828867084881292
85,247,7,13.565265451144128,35.40113744551535
85,304,5,2.343045963936969,12.757389575101962
86,454,6,11.417403740188632,10.571049973018749
86,140,9,2.8050270299298505,8.977263635978233
86,275,6,5.309559263349963,40.169312807938496
86,475,5,3.0525745530234385,23.111980336730575
86,345,7,9.667550932337685,20.79325841391052
87,174,4,3.57281312206864,10.843506282525798
87,189,10,0.35586580078787766,10.177794506925464
87,119,4,18.298358808343167,7.173593645587593
87,426,4,0.4672088474740017,19.50067080904699
87,152,8,0.838227010335073,69.35086314191649
87,352,9,5.747465989696912,55.222999132834275
87,143,6,4.409222004306434,25.210938543093206
87,122,7,11.181357160665343,15.835242712765043
88,297,3,0.07194740254800693,29.919858345258874
88,332,7,1.485600735157183,8.04779745966583
88,349,11,1.200971776125472,27.36701047902237
88,401,5,4.637964685971211,23.93918578120997
88,232,7,4.759660886380211,8.304650033955376
89,386,6,16.881747214187723,36.42888915010023
89,388,7,0.003747386697298738,57.29669721832282
89,236,6,1.7686301948269392,20.376890013407788
89,413,8,1.2719369028855902,22.17759014561232
89,98,4,4.9853769304601085,22.28791979608613
89,443,3,8.422698155208574,26.987457196718502
89,216,9,1.5778930638359054,36.64804098295867
89,257,12,1.916455482616314,5.92588338107662
89,302,5,2.021211787978659,57.436824413377096
90,270,4,4.316914106110848,4.429825688476865
90,223,5,0.0830418613463738,25.63805631332307
90,116,7,1.912853637425781,34.77705456816493
90,255,7,2.931282597122695,36.00171467607325
90,172,3,4.147646511995992,21.260631780580947
90,455,7,8.09415937687325,18.672181862008543
90,439,7,8.878381283221792,37.70570202298958
90,412,7,1.642740242065881,61.316124813450074
90,100,5,5.481857235524988,14.86084241119926
90,192,4,4.677728214129435,37.31918180511018
90,131,6,6.890378447378408,6.439754383721944
90,191,8,1.3777807722605018,18.989696645419308
90,120,5,13.128044584781922,38.29001065183444
90,351,6,1.4000215322721614,21.849017117559796
90,178,8,1.6757375155147545,8.119835185661074
90,409,6,7.292066377760029,20.01697768070055
91,488,4,3.663223841160281,35.19574969827927
91,390,4,16.687475282729036,33.97044770700606
91,113,4,3.4429105754951643,17.700801936896728
91,206,5,1.7946025330263558,37.66081243213069
91,229,5,0.49655792928349923,14.427880720500498
91,155,11,8.503905356547367,48.739594582822505
91,134,7,2.9693147276101186,70.455975874781
92,168,5,13.060353563208961,118.07689114723868
92,441,6,4.720229990447646,41.363449092791804
92,280,5,1.628750629844574,27.573099636454206
92,302,4,6.304419683438747,58.47919449020048
93,224,8,3.613272198593674,15.852915559614777
93,407,4,10.132730676915916,39.238298563664856
93,296,4,5.972680768106813,72.61648357156206
93,481,4,10.846520182250144,8.45542102428521
93,162,6,3.889114849576769,16.22885594747853
93,336,9,12.405474315822161,22.45414097230651
94,160,7,9.470462052342757,9.743838921661673
94,295,6,2.086242223752002,45.22961644021272
94,293,3,1.3585800339035197,24.893981270962563
94,468,8,2.421108452661395,23.73792878009004
94,208,7,11.955956062170234,21.844529312844706
94,390,5,3.822730748277672,34.290592247157235
94,234,7,6.985994159225211,17.911820931500177
94,404,8,0.44361776186698276,13.221453309769341
94,336,6,4.717182322270276,20.690810084220487
94,403,8,29.545072651992527,38.93659436126329
94,270,5,8.574629092285006,41.74254402719292
94,291,7,3.6502339705764526,30.264335622752657
95,218,7,14.530062454843655,18.219343445252086
95,113,6,3.137662258970236,5.3103245254046225
95,354,8,4.414498642759133,10.284192033976165
95,170,5,6.2592607839924295,27.139386059079058
95,327,8,11.955669899551589,18.60540633699326
95,488,7,16.83462655921558,48.72034180471542
95,273,6,1.6042866486555658,25.195770108884204
96,127,5,7.034369338504977,43.712004164359115
96,335,9,3.0162204941206827,68.09386882377667
96,479,7,4.6647072624923345,14.561581066487799
96,310,4,1.5742256055223816,15.845391973339158
97,245,2,4.067458620291997,11.508176948442244
97,210,5,7.304256739621819,26.47786199918139
97,410,6,10.908385064305518,21.924901794737515
97,107,6,12.258845219182003,21.856744820902577
97,151,6,2.641233752497767,10.52109008336906
97,287,6,0.8164931565174203,29.712568562191485
97,411,9,0.3197923595272383,18.437738892202077
97,380,6,2.718379332980661,43.76769304701183
97,300,3,17.877861509587518,66.99154579891756
97,168,3,0.3793762412245766,79.75358389628128
97,202,6,1.7927544118769767,30.0807697342224
97,389,8,1.3386803495378774,6.1751988569959915
97,290,4,9.082098134470371,53.829789987092695
98,129,5,4.127350374640457,35.808008426683536
98,474,7,2.3829728248151465,11.515799903051644
98,388,7,1.9522032422662117,37.81974803695996
98,376,6,16.36947817624224,43.4766154401335
98,212,10,2.3224393932530005,39.08114089578096
98,112,5,11.919422898646854,4.205539487491615
98,227,4,6.3114799482463635,31.950445069721596
98,458,8,4.031798955250726,11.149727330480086
98,280,4,14.437602071940452,17.824845231092148
98,246,3,4.663884997861563,34.51762450284255
99,318,5,19.39747523065542,28.356490747460818
99,117,8,0.25513342726592736,10.98214623303091
99,368,4,32.26534031600197,19.364075275671226
99,348,4,0.581092044171057,31.91761696547114
99,479,9,3.8489332368379605,41.82480988786621
99,330,6,0.49021837320557454,43.45944043639862
99,288,1,3.244693270438056,34.767326515213284
99,373,5,4.942451951378941,59.80821257850543
99,277,6,10.33422409831296,12.65312356588922
100,182,5,4.399616333694253,36.52808804458375
100,229,7,2.3043601505917906,40.069407639056266
100,373,4,5.977070493788049,33.519778532705004
100,491,7,2.1725668787951777,16.825484754835088
101,453,8,0.3334774760847302,5.339584104359467
101,468,4,1.970393859191124,47.67478242970433
101,128,6,12.043918925124762,59.07993338667188
101,255,5,10.034480309180118,29.91772764574995
101,121,2,5.704428979954699,15.402696173860939
101,379,7,8.288988217745983,33.80468989395676
102,463,12,0.10132930897247328,67.68247479074
102,214,5,0.12521486777691793,30.205419689153885
102,298,7,11.696572724254267,13.35991523135393
102,130,5,4.122970157780449,27.11180894601457
102,357,10,40.092791747851635,48.62630229728454
102,241,7,11.333622421932601,31.860925855429322
102,322,6,2.16346045221336,9.528734212373312
102,467,5,18.95395796248792,10.468227184235339
103,266,3,9.205047962468113,13.668713701484037
103,171,4,17.904782813668795,40.42023218099418
103,318,6,12.553750637788607,30.730815796691957
103,136,4,2.629505569403669,19.4822061121446
103,192,6,12.654338559625353,46.977960920635994
103,350,7,3.767538142018383,19.62433268682485
103,381,3,2.675111442683986,9.840170535223296
103,224,5,8.294879108400732,16.22227670912954
103,127,6,8.678659409988017,38.08547059303845
103,154,7,4.837858831148017,6.912697323581677
103,155,5,9.379137910697063,16.27448376784916
104,128,7,2.061763531617597,44.11984286392076
104,433,5,10.612373493844629,25.354964386027294
104,330,2,2.0812155811314805,21.749065258173587
104,260,7,2.635961811307895,15.937844170954985
104,164,3,4.772577141839534,24.062093549918977
104,169,8,1.031792592312676,32.777359726934804
104,251,10,6.0430100286485,73.16809550495172
104,227,8,11.078098952571946,13.009177143415245
104,385,8,2.554020942772384,32.493749890190806
105,268,6,7.61413693758368,48.07278056938653
105,397,5,11.667117911268695,38.133680021480416
105,131,3,38.197613441592836,23.839013563879003
105,459,7,3.556748710028742,26.777190534312247
105,155,4,6.893750205571697,36.23289730544569
105,159,5,12.87138670010388,35.21625723125797
106,231,6,3.5690323828521002,23.76923813632127
106,400,4,8.3076872782327,33.229263810449694
106,294,10,11.338621234965025,18.369373240208972
106,438,5,9.74984760188759,29.95395753437009
107,429,8,3.3121637806372224,63.09903890926567
107,485,4,0.11879594394635576,12.361198089148148
107,395,8,5.547568725657266,48.580632096717224
107,490,6,1.460875044372187,45.33125126474065
107,149,6,3.2559854940824393,60.09438829095798
107,164,5,3.4447473512604962,38.19695230836745
107,396,13,1.842079120105981,16.01201293638765
107,130,6,0.28765959271434494,15.71144792833379
107,342,5,30.64479229443555,17.041959911754038
108,128,5,20.81419590555194,31.109205663760648
108,140,8,3.0582558086422855,67.26462162897982
108,371,5,2.3651774884381394,44.180274350980184
108,425,7,12.005151946221403,95.86231306010146
108,157,4,6.431014671612644,34.44961897085904
108,477,8,3.4854373619920116,43.732829839247444
108,266,3,1.0916560239470692,20.21099773381346
109,396,5,2.849839919856112,58.02114971351951
109,247,5,6.441028744342556,47.78217348594047
109,483,4,2.3532339647023375,44.44502595799431
109,450,8,30.254795559309517,25.504554372477727
110,150,8,3.2868526028306686,29.33251129291537
110,144,5,19.517578673068993,51.548503201714894
110,358,5,2.865913566099257,39.718947677046074
110,489,8,4.477357067825101,5.817718406659238
110,154,4,1.0964607080579987,32.08536301003875
110,438,7,0.2379130601137974,6.628298696355048
111,140,7,6.041183086184047,8.49678057679659
111,416,6,16.10957037806013,28.895523214438516
111,183,5,0.9040367882273068,57.65248470800458
111,499,7,8.377603456879822,20.055467402315557
111,315,8,6.806168663503995,17.380783019991767
111,439,7,6.21040828523155,35.84641560473442
112,478,5,9.341878207517322,59.04592827045829
112,471,5,0.047249910872869984,51.38746713303146
112,226,10,6.219475099485384,28.517463155060085
112,290,6,4.2053191270785195,58.90841108164096
112,477,8,3.1117794036903534,4.790079986283939
112,463,4,6.321294213009861,85.93258642032782
112,293,6,0.2476329445865358,23.77348390331333
112,414,1,16.376489504497982,8.481823111414643
112,431,4,2.1357189643443357,17.7592509019725
113,459,5,4.691830335660452,24.197070549041122
113,179,3,2.050379249882213,29.581610652836137
113,351,8,0.8515347861011794,7.3352973842964895
113,230,3,2.7105547584124974,8.278411579935474
113,158,10,5.415406923175145,44.88674491716415
113,195,5,18.905025254445878,38.340074963900214
113,385,6,1.2819430822456355,37.581385239526
113,188,4,1.7151917992481303,18.18218913451939
113,310,5,0.03202287294701582,51.46738045306258
113,458,6,5.32569824996204,25.229173917178382
113,378,9,2.8507686457552004,18.187466399305563
114,234,7,1.6022282799215666,59.747548439957725
114,381,7,4.563841642970006,58.8802674368991
114,236,6,5.201593299209133,5.5055234832328015
114,206,5,12.736202562369956,32.104985320024916
114,336,2,0.37856449890203586,24.58968627504771
114,491,11,0.3554326202964542,36.560161091605465
114,229,2,1.4691540181723182,8.717434451350426
114,430,3,11.396613510848729,24.251258827606495
114,415,7,11.482015316692983,30.136142099459306
115,192,6,1.681941509917579,16.787507738286394
115,321,5,2.510591168492696,38.00605135154711
115,205,3,3.037993048466313,9.043967226472414
115,172,3,6.528113760847007,23.68005128679289
115,145,5,6.254173535935479,14.114358120940302
115,241,6,0.5925751185224283,34.937102093367514
115,333,11,2.1520511681786942,37.22949963337413
115,393,9,25.755328896686454,18.78153269357464
115,293,2,22.715632343965922,30.45475095110973
116,145,7,0.6842530068391033,35.612092496285726
116,446,5,11.361989350496733,22.169277580380733
116,432,8,17.880086622467964,16.18717323720863
116,171,6,32.20828930974011,15.941339219459177
116,318,9,15.376368422738587,46.03448200922361
116,397,14,1.5643303897611476,26.880433780428916
116,417,7,1.4032819623407673,39.11602492035515
116,179,7,13.113338365702731,10.349839686411737
116,344,6,2.3933418360968677,23.540042370451914
116,190,11,10.122306244079423,23.278621688258255
116,389,5,0.31688353284196547,44.14625935772107
116,248,9,8.26016498104675,7.320477434612035
116,193,4,0.27234575083007784,12.935285013332631
116,202,10,0.867656907790536,29.069197147570026
116,440,10,19.7085083806399,31.254447637295357
117,276,5,13.701288916234779,48.732430546184695
117,252,3,6.601276149683663,19.993781285896656
117,265,3,3.0702007839641334,113.61201144990198
117,187,6,4.131351154467874,25.630397965935803
117,350,8,5.294556581036001,10.457865726362861
117,346,6,11.922183998159232,50.558328196518254
117,209,9,14.297209863272457,35.29169297509572
118,376,5,1.4615578293977574,94.28367468003374
118,351,5,1.437831613940806,6.485614423430672
118,119,10,8.83099652893261,13.869421736435312
118,299,2,10.49165181152259,25.120804463312474
118,365,10,6.140496978338441,14.452220978980572
118,439,10,3.683538868277862,36.65119043411192
118,183,10,7.780054990608774,10.377879624471927
118,223,7,6.687080967511773,50.473955403807444
118,165,6,4.079659630239482,25.087539946438095
119,357,2,15.12116278818794,27.528824755510563
119,148,5,11.008421315901044,24.28762905095825
120,496,8,2.0753420697395226,21.229744524326026
120,327,8,5.80272559431523,16.30232378826607
121,401,3,5.2731075912384044,13.649896196648271
121,482,4,1.4916708873463551,7.5598294028336195
121,400,8,1.5019296018860986,20.276092988400805
121,231,4,1.5160960672786465,47.20619788224687
121,321,1,3.503710980979696,35.826743834089584
121,362,6,0.8084816345281207,22.051741359705417
121,349,9,5.320464891786845,37.46905181892892
121,145,4,28.229734581329552,17.731191628453896
122,165,8,0.8373667025429112,11.797208050335756
122,147,7,6.781106875714404,16.17767983785439
122,217,4,5.567832412669622,7.389856179511948
122,317,6,7.701440660706703,37.43663079930453
122,441,8,7.401675343293311,9.37522767906569
123,227,4,1.9100383644496537,21.411448004071296
123,253,8,7.389297160102124,33.923465671009815
123,167,8,2.398362889130003,71.7541139776762
123,162,6,5.564766931729784,8.134565072516972
123,338,9,4.841662887987104,19.325686593662994
123,415,10,2.0121232666539384,12.332505176481936
124,130,6,10.058197355597597,29.776020336704807
124,290,9,14.018270087816806,39.08302486636274
124,276,6,8.982054169165258,72.73061220823045
124,318,12,2.2321328208087974,21.593990712997993
124,261,8,2.9154276578674967,25.79201552264058
124,487,5,0.9345077112293266,67.81528374287876
124,463,3,27.107075420399493,28.543466065767397
124,418,4,1.9919452660127164,35.68049541816756
124,486,4,1.2933652294671103,37.31533837217338
124,325,3,0.35863328349882206,7.822241915869144
124,224,5,1.9807918290513118,39.483607236041316
124,216,6,0.7345704870451363,9.796087708799075
124,270,7,3.093766717797102,48.863998373752786
125,337,6,8.058700493755348,19.220154809248015
125,490,6,18.359812770291356,13.675623432417282
125,470,9,9.134669210963308,24.09369816507642
125,130,5,13.367055971061482,18.950698222472447
125,256,5,6.265032168290564,35.095557595508915
125,172,4,11.7465562496684,32.507046229752476
125,272,7,9.529412134080266,12.411109114083894
125,203,8,2.249946154068783,43.89526903349545
125,363,6,10.30991840044761,86.30212460303471
125,153,4,3.6520862581737075,22.895761111866307
125,352,6,8.644965780688691,24.19708835849938
125,168,9,11.29446572438598,32.59732528232576
125,243,5,5.477000386159818,6.2834222293593704
126,310,6,5.4073844727227165,21.492789591359355
126,160,5,7.829301753619246,11.55846592906164
126,230,7,10.360298884267271,16.498017172239734
126,415,10,3.520473065293532,77.49497144793425
127,434,5,6.698022075737085,9.368094747246623
127,285,6,14.82978209179777,13.143684184211695
127,384,3,4.500419529194912,23.552311389688132
127,237,5,9.742453348928926,80.04864534636812
127,400,8,15.473010354056829,47.85142005925698
127,488,5,1.822801526932638,12.544196120576762
127,390,6,13.144499235768714,5.553329278919069
127,319,4,0.6476589235266592,27.633294275893174
127,359,3,16.84013652531291,21.078420859789265
127,175,2,2.917802446488543,22.750037514454114
128,135,3,3.8227155139375286,51.8307763153366
128,498,4,0.6536123092779316,16.58222565626978
128,378,7,14.622559738292965,30.28757900222881
128,310,6,0.5794517337886448,7.4576915167360545
128,317,5,3.0851992747975068,26.82759891063334
129,404,9,3.1435956370136413,19.582139320274262
129,278,7,18.24920069635703,16.026028083834504
129,400,7,2.2985885248704614,32.81364742905197
129,371,7,4.788642924624335,2.2818635318942664
129,376,8,0.23493214630838155,22.577738436737746
129,477,6,1.4235811610125966,10.753326533226401
129,291,4,3.773697819895327,43.10225026902425
129,293,10,12.562845927522321,34.07748812363642
130,198,10,6.062503886495426,25.620585781281502
130,140,4,4.638925321046893,20.138087147215753
130,475,6,8.657272847180929,11.860922926196428
130,451,2,9.300723217432823,20.29267929293851
130,204,5,0.5803368405956423,20.979501366199706
130,323,5,1.9043890995580937,34.60905361158658
130,333,7,0.815333703448404,23.88237645281548
130,324,8,3.1680545020625055,1.5395963686422869
131,385,7,1.922837833940375,25.42620297924018
131,305,6,0.1041836657191147,35.67086281166923
131,475,5,13.756918445670816,18.645272022418723
131,490,8,5.175493613812155,37.317229896399496
131,235,4,1.5453517472938851,48.43324138782322
131,489,10,2.557409459912728,45.19534223627823
131,395,8,2.8730833586736173,9.33280213103499
131,429,7,6.521512503426244,14.165857738868329
131,262,8,19.310414392771868,39.798713887913024
131,148,5,6.307263420627093,33.41100420326208
131,137,6,12.646263962808819,47.453165610989245
132,333,5,10.99986258948949,57.51844649073587
132,454,4,8.5959723655745,71.00794718876028
133,140,7,4.344397993701056,20.038134584059335
133,281,7,12.202194370232382,31.612191995611813
134,320,6,15.729970140256132,38.32965104911458
134,188,3,2.481063248642911,28.116523641470643
134,417,2,1.1602059345224498,18.39673560860443
134,374,7,19.13454509037463,4.454527028911853
134,438,4,2.073428141330817,70.91459903912794
134,310,4,1.2864625274427213,17.161056628210993
134,489,5,3.509130008310458,4.067389680333216
135,294,9,2.804435988788101,22.427081684410986
135,484,6,26.59823925487517,9.709638622324741
135,395,6,8.85789317249066,50.3621656600815
135,332,5,1.270262473026062,24.95198384238162
135,379,12,1.0510511003233454,26.396706929244637
135,429,4,27.757984754141273,25.929485005943835
135,238,8,2.1184294716591032,10.979555761546383
135,348,7,0.8648125638106874,19.278564987507426
136,232,8,0.6572236331805856,8.56278317653001
136,443,8,2.7787412507468394,36.46656677739668
136,487,5,1.4252833084923537,97.85606175668377
136,277,6,4.134126417213487,32.79647316780809
136,338,4,2.9747232338293457,26.538129126785517
136,352,4,6.369299684980135,6.698624485178215
136,316,4,0.03416427566823379,24.353878540641688
136,234,3,28.194979151916286,25.896628332596396
136,187,7,0.5611413817411878,24.196910780464933
136,212,8,4.945460836846464,55.86045060615646
137,313,5,39.58259173750307,7.707107025405216
137,499,5,9.980308442421778,30.31699162542962
137,186,7,7.830030108702811,43.914954581909726
137,492,7,0.8407085196206223,27.53493848424302
137,263,9,5.179944812687943,10.98189693566332
137,291,5,2.852970668981885,30.60147403822014
138,203,4,5.085196362903481,21.60088527130087
138,279,5,8.813918479673069,8.553592939423162
138,252,4,1.837180821837452,20.97937820473829
138,399,5,0.1651127866423702,24.340144970805014
138,454,4,10.027106216959877,16.47039310497964
138,437,5,8.3213616872249,35.19553679886906
138,209,4,13.252218913922967,36.087101355271656
138,364,7,6.759561437613822,42.72440449105651
138,375,8,2.078369243619453,41.26145166530593
138,430,5,23.282057028129806,23.201962434231582
139,270,5,2.8370955500819974,15.851460415872808
139,391,5,11.532007057080843,14.05835846912485
139,341,3,7.012882995917268,34.688772466060186
139,243,6,15.36687054915889,18.957969031148405
139,334,5,14.765377437737286,9.45694021537171
139,340,8,12.17071793512356,22.03123775042996
139,376,5,4.325335016598028,47.6249611273769
139,224,6,8.149487386934593,42.9772475162539
139,388,4,6.235871319594733,19.747186746154238
139,193,5,11.18469633845589,14.331714240962336
139,351,9,1.5600246042100072,49.98869021421619
139,273,5,1.923886458401529,50.80504919517303
139,209,6,9.435716046887665,28.431610267683425
139,442,3,1.5320552972090788,16.866941996771445
140,416,5,3.638340650551343,27.56962399640175
140,248,6,2.3011520429602004,22.7614738330392
140,421,5,0.17392318763722156,19.985168351871582
141,309,7,3.283444773429834,30.16648381634255
141,442,8,14.885423141187829,25.44441174529318
141,301,3,7.801364854137233,9.15398032554795
142,154,11,6.028467636623015,13.532678389195345
142,407,3,3.026200011833189,3.1600579185830693
142,352,8,3.36256151363944,26.158214726429385
142,184,4,6.329387789903735,33.266374983627614
142,224,2,3.372742357958564,20.452618608348327
142,389,5,6.656388874016922,43.872870848133175
143,327,7,29.295032440009223,27.24983710553069
143,223,3,5.771115559866973,23.36992730123289
143,428,5,1.2488691444741462,12.794116914287653
143,350,5,10.38869397897876,23.008778890812263
143,194,6,13.034780309166052,18.108767507842785
144,250,5,2.7908236863408886,82.22082630344701
144,284,6,15.147387154896833,6.27074835349881
145,214,6,1.4595801269710769,45.730967429420446
145,168,7,2.904752184863278,45.02939540637995
145,391,5,0.5318276171474423,12.363757189381275
145,170,6,11.931667299154794,49.284435494493614
145,239,6,25.797779529595775,20.331420493040184
145,362,5,4.512470002143392,19.908671238447337
145,404,7,5.753736259194607,4.887252644053795
145,422,8,4.071119316191207,52.40629917875066
145,158,7,5.260766775101985,47.4350245901162
145,180,5,9.275134933673153,20.140362558444707
146,460,6,7.179381824977996,14.26633868235851
146,355,6,2.0447390556261236,11.557954555832888
146,161,9,7.99448576501532,21.760564020652428
146,149,5,1.6263797386763563,42.43683268156575
146,436,5,0.17808131145500103,16.698330059335007
146,335,2,0.12585157635607266,14.916578597896413
146,169,5,29.04304339538394,19.1571002673637
146,227,2,4.561680213607128,24.406993927557043
147,280,2,10.231616413889746,26.38819898594374
147,431,5,4.329026294467321,11.86121551254148
147,461,6,6.628328091480219,88.5611777160162
148,192,4,0.9462279545896413,12.056293662728041
148,274,6,5.365971642318176,38.6527715401298
148,461,9,0.09396202458116672,11.648889807519769
